token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
2043,RAMCOCEM-EQ,RAMCOCEM,,-1,1,,NSE,5
910,EICHERMOT-EQ,EICHERMOT,,-1,1,,NSE,5
436,IFGLEXPOR-EQ,IFGLEXPOR,,-1,1,,NSE,5
19410,ROSSARI-EQ,ROSSARI,,-1,1,,NSE,5
11880,JSWHL-EQ,JSWHL,,-1,1,,NSE,5
2294,MTNL-EQ,MTNL,,-1,1,,NSE,5
6429,RSSOFTWARE-EQ,RSSOFTWARE,,-1,1,,NSE,5
1660,ITC-EQ,ITC,,-1,1,,NSE,5
383,BEL-EQ,BEL,,-1,1,,NSE,5
21383,PALASHSECU-EQ,PALASHSECU,,-1,1,,NSE,5
2610,PEARLPOLY-EQ,PEARLPOLY,,-1,1,,NSE,5
21406,AVADHSUGAR-EQ,AVADHSUGAR,,-1,1,,NSE,5
11155,CREATIVE-EQ,CREATIVE,,-1,1,,NSE,5
3570,UCALFUEL-EQ,UCALFUEL,,-1,1,,NSE,5
17987,TRF-EQ,TRF,,-1,1,,NSE,5
368,BASF-EQ,BASF,,-1,1,,NSE,5
19543,HDFCMFGETF-EQ,HDFCMFGETF,,-1,1,,NSE,1
9348,IOB-EQ,IOB,,-1,1,,NSE,5
24595,RUSHIL-EQ,RUSHIL,,-1,1,,NSE,5
21174,CDSL-EQ,CDSL,,-1,1,,NSE,5
21131,TEJASNET-EQ,TEJASNET,,-1,1,,NSE,5
1270,AMBUJACEM-EQ,AMBUJACEM,,-1,1,,NSE,5
2912,RIIL-EQ,RIIL,,-1,1,,NSE,5
324,ANGELBRKG-EQ,ANGELBRKG,,-1,1,,NSE,5
4522,SIGIND-EQ,SIGIND,,-1,1,,NSE,5
1756,JINDALPOLY-EQ,JINDALPOLY,,-1,1,,NSE,5
3787,WIPRO-EQ,WIPRO,,-1,1,,NSE,5
4809,KCPSUGIND-EQ,KCPSUGIND,,-1,1,,NSE,5
25178,TDPOWERSYS-EQ,TDPOWERSYS,,-1,1,,NSE,5
1547,RKEC-EQ,RKEC,,-1,1,,NSE,5
14707,TIMETECHNO-EQ,TIMETECHNO,,-1,1,,NSE,5
2514,OSWALAGRO-EQ,OSWALAGRO,,-1,1,,NSE,5
1491,IFCI-EQ,IFCI,,-1,1,,NSE,5
17256,ALBERTDAVD-EQ,ALBERTDAVD,,-1,1,,NSE,5
20296,GAL-EQ,GAL,,-1,1,,NSE,5
3766,WHEELS-EQ,WHEELS,,-1,1,,NSE,5
2412,PEL-EQ,PEL,,-1,1,,NSE,5
11778,GOKEX-EQ,GOKEX,,-1,1,,NSE,5
1614,FAIRCHEMOR-EQ,FAIRCHEMOR,,-1,1,,NSE,5
18564,LTTS-EQ,LTTS,,-1,1,,NSE,5
10415,MUTHOOTCAP-EQ,MUTHOOTCAP,,-1,1,,NSE,5
18202,ARSSINFRA-EQ,ARSSINFRA,,-1,1,,NSE,5
13404,SUNTV-EQ,SUNTV,,-1,1,,NSE,5
3291,STARPAPER-EQ,STARPAPER,,-1,1,,NSE,5
24217,IVZINNIFTY-EQ,IVZINNIFTY,,-1,1,,NSE,1
4,21STCENMGM-EQ,21STCENMGM,,-1,1,,NSE,5
21726,MATRIMONY-EQ,MATRIMONY,,-1,1,,NSE,5
8652,VETO-EQ,VETO,,-1,1,,NSE,5
17704,QUESS-EQ,QUESS,,-1,1,,NSE,5
18208,ORIENTLTD-EQ,ORIENTLTD,,-1,1,,NSE,5
2716,BUTTERFLY-EQ,BUTTERFLY,,-1,1,,NSE,5
919,EIHOTEL-EQ,EIHOTEL,,-1,1,,NSE,5
21392,MAGADSUGAR-EQ,MAGADSUGAR,,-1,1,,NSE,5
4064,CUBEXTUB-EQ,CUBEXTUB,,-1,1,,NSE,5
10939,JUNIORBEES-EQ,JUNIORBEES,,-1,1,,NSE,1
14662,MCDHOLDING-EQ,MCDHOLDING,,-1,1,,NSE,5
13376,UTTAMSUGAR-EQ,UTTAMSUGAR,,-1,1,,NSE,5
15355,RECLTD-EQ,RECLTD,,-1,1,,NSE,5
34,ADORWELD-EQ,ADORWELD,,-1,1,,NSE,5
4157,KEYFINSERV-EQ,KEYFINSERV,,-1,1,,NSE,5
4172,TCNSBRANDS-EQ,TCNSBRANDS,,-1,1,,NSE,5
1923,WEALTH-EQ,WEALTH,,-1,1,,NSE,5
760,CGPOWER-EQ,CGPOWER,,-1,1,,NSE,5
3273,SRF-EQ,SRF,,-1,1,,NSE,5
3938,INDLMETER-EQ,INDLMETER,,-1,1,,NSE,5
21469,OPTIEMUS-EQ,OPTIEMUS,,-1,1,,NSE,5
11184,IDFCFIRSTB-EQ,IDFCFIRSTB,,-1,1,,NSE,5
24781,BSLNIFTY-EQ,BSLNIFTY,,-1,1,,NSE,1
255,NIRAJ-EQ,NIRAJ,,-1,1,,NSE,5
11892,VHL-EQ,VHL,,-1,1,,NSE,5
17181,MANXT50-EQ,MANXT50,,-1,1,,NSE,1
467,HDFCLIFE-EQ,HDFCLIFE,,-1,1,,NSE,5
21840,DIAMONDYD-EQ,DIAMONDYD,,-1,1,,NSE,5
3837,TOKYOPLAST-EQ,TOKYOPLAST,,-1,1,,NSE,5
2431,RAILTEL-EQ,RAILTEL,,-1,1,,NSE,5
11630,NTPC-EQ,NTPC,,-1,1,,NSE,5
8477,XELPMOC-EQ,XELPMOC,,-1,1,,NSE,5
13367,SGL-EQ,SGL,,-1,1,,NSE,5
12052,JUMPNET-EQ,JUMPNET,,-1,1,,NSE,5
15414,TWL-EQ,TWL,,-1,1,,NSE,5
522,ICICIB22-EQ,ICICIB22,,-1,1,,NSE,1
12231,OCCL-EQ,OCCL,,-1,1,,NSE,5
2664,PIDILITIND-EQ,PIDILITIND,,-1,1,,NSE,5
15360,NAHARCAP-EQ,NAHARCAP,,-1,1,,NSE,5
3432,TATACONSUM-EQ,TATACONSUM,,-1,1,,NSE,5
559,BSL-EQ,BSL,,-1,1,,NSE,5
14428,GOLDBEES-EQ,GOLDBEES,,-1,1,,NSE,1
7406,GLENMARK-EQ,GLENMARK,,-1,1,,NSE,5
4067,MARICO-EQ,MARICO,,-1,1,,NSE,5
11480,KRIDHANINF-EQ,KRIDHANINF,,-1,1,,NSE,5
4986,IRCON-EQ,IRCON,,-1,1,,NSE,5
1570,GMMPFAUDLR-EQ,GMMPFAUDLR,,-1,1,,NSE,5
15179,ECLERX-EQ,ECLERX,,-1,1,,NSE,5
17700,NETFLTGILT-EQ,NETFLTGILT,,-1,1,,NSE,1
2595,3PLAND-EQ,3PLAND,,-1,1,,NSE,5
17249,ABMINTLTD-EQ,ABMINTLTD,,-1,1,,NSE,5
16292,PANACHE-EQ,PANACHE,,-1,1,,NSE,5
17939,HINDCOPPER-EQ,HINDCOPPER,,-1,1,,NSE,5
5701,CUB-EQ,CUB,,-1,1,,NSE,5
25082,TREEHOUSE-EQ,TREEHOUSE,,-1,1,,NSE,5
14418,ASTRAL-EQ,ASTRAL,,-1,1,,NSE,5
10999,MARUTI-EQ,MARUTI,,-1,1,,NSE,5
3150,SIEMENS-EQ,SIEMENS,,-1,1,,NSE,5
11239,NSIL-EQ,NSIL,,-1,1,,NSE,5
1164,NEWGEN-EQ,NEWGEN,,-1,1,,NSE,5
14557,AROGRANITE-EQ,AROGRANITE,,-1,1,,NSE,5
5428,TRIGYN-EQ,TRIGYN,,-1,1,,NSE,5
14644,MIC-EQ,MIC,,-1,1,,NSE,5
7053,ACCELYA-EQ,ACCELYA,,-1,1,,NSE,5
193,ARVIND-EQ,ARVIND,,-1,1,,NSE,5
27161,CINELINE-EQ,CINELINE,,-1,1,,NSE,5
22233,DHUNINV-EQ,DHUNINV,,-1,1,,NSE,5
13491,JKLAKSHMI-EQ,JKLAKSHMI,,-1,1,,NSE,5
1805,KABRAEXTRU-EQ,KABRAEXTRU,,-1,1,,NSE,5
14339,GANESHHOUC-EQ,GANESHHOUC,,-1,1,,NSE,5
4503,MPHASIS-EQ,MPHASIS,,-1,1,,NSE,5
27095,SWANENERGY-EQ,SWANENERGY,,-1,1,,NSE,5
3237,JTEKTINDIA-EQ,JTEKTINDIA,,-1,1,,NSE,5
20906,A2ZINFRA-EQ,A2ZINFRA,,-1,1,,NSE,5
31258,NDL-EQ,NDL,,-1,1,,NSE,5
21254,ICICILOVOL-EQ,ICICILOVOL,,-1,1,,NSE,1
13920,PLASTIBLEN-EQ,PLASTIBLEN,,-1,1,,NSE,5
12148,VIKASPROP-EQ,VIKASPROP,,-1,1,,NSE,5
31475,ORBTEXP-EQ,ORBTEXP,,-1,1,,NSE,5
25718,POLYMED-EQ,POLYMED,,-1,1,,NSE,5
12603,PRECAM-EQ,PRECAM,,-1,1,,NSE,5
740,SBIETFIT-EQ,SBIETFIT,,-1,1,,NSE,1
822,BANKA-EQ,BANKA,,-1,1,,NSE,5
20188,WABAG-EQ,WABAG,,-1,1,,NSE,5
1507,G5-EQ,G5,,-1,1,,NSE,1
13457,KAMDHENU-EQ,KAMDHENU,,-1,1,,NSE,5
14260,PGIL-EQ,PGIL,,-1,1,,NSE,5
5622,ITDCEM-EQ,ITDCEM,,-1,1,,NSE,5
3880,SOMANYCERA-EQ,SOMANYCERA,,-1,1,,NSE,5
18931,SUNDARAM-EQ,SUNDARAM,,-1,1,,NSE,5
9685,TRIDENT-EQ,TRIDENT,,-1,1,,NSE,5
22,ACC-EQ,ACC,,-1,1,,NSE,5
21713,LASA-EQ,LASA,,-1,1,,NSE,5
19800,WELINV-EQ,WELINV,,-1,1,,NSE,5
619,CENTENKA-EQ,CENTENKA,,-1,1,,NSE,5
3103,SHREECEM-EQ,SHREECEM,,-1,1,,NSE,5
9819,HAVELLS-EQ,HAVELLS,,-1,1,,NSE,5
17851,DLINKINDIA-EQ,DLINKINDIA,,-1,1,,NSE,5
18895,JPINFRATEC-EQ,JPINFRATEC,,-1,1,,NSE,5
12022,AURIONPRO-EQ,AURIONPRO,,-1,1,,NSE,5
3563,ADANIGREEN-EQ,ADANIGREEN,,-1,1,,NSE,5
14592,FORTIS-EQ,FORTIS,,-1,1,,NSE,5
29113,CARERATING-EQ,CARERATING,,-1,1,,NSE,5
11407,XPROINDIA-EQ,XPROINDIA,,-1,1,,NSE,5
18118,THANGAMAYL-EQ,THANGAMAYL,,-1,1,,NSE,5
14154,MINDAIND-EQ,MINDAIND,,-1,1,,NSE,5
1328,MARINE-EQ,MARINE,,-1,1,,NSE,5
15883,SHIL-EQ,SHIL,,-1,1,,NSE,5
2018,LUMAXIND-EQ,LUMAXIND,,-1,1,,NSE,5
21478,UTINEXT50-EQ,UTINEXT50,,-1,1,,NSE,1
17364,VINATIORGA-EQ,VINATIORGA,,-1,1,,NSE,5
404,BERGEPAINT-EQ,BERGEPAINT,,-1,1,,NSE,5
13611,IRCTC-EQ,IRCTC,,-1,1,,NSE,5
3748,WEIZMANIND-EQ,WEIZMANIND,,-1,1,,NSE,5
583,CANFINHOME-EQ,CANFINHOME,,-1,1,,NSE,5
11253,WELSPUNIND-EQ,WELSPUNIND,,-1,1,,NSE,5
4963,ICICIBANK-EQ,ICICIBANK,,-1,1,,NSE,5
8054,KTKBANK-EQ,KTKBANK,,-1,1,,NSE,5
9641,KHANDSE-EQ,KHANDSE,,-1,1,,NSE,5
29577,NETFNIF100-EQ,NETFNIF100,,-1,1,,NSE,1
16249,INFIBEAM-EQ,INFIBEAM,,-1,1,,NSE,5
2031,M&M-EQ,M&M,,-1,1,,NSE,5
312,TIINDIA-EQ,TIINDIA,,-1,1,,NSE,5
3637,JUBLPHARMA-EQ,JUBLPHARMA,,-1,1,,NSE,5
10948,STCINDIA-EQ,STCINDIA,,-1,1,,NSE,5
1129,KEERTI-EQ,KEERTI,,-1,1,,NSE,5
1729,JBFIND-EQ,JBFIND,,-1,1,,NSE,5
14096,SIYSIL-EQ,SIYSIL,,-1,1,,NSE,5
15184,BRIGADE-EQ,BRIGADE,,-1,1,,NSE,5
6216,CAMLINFINE-EQ,CAMLINFINE,,-1,1,,NSE,5
15174,TRIL-EQ,TRIL,,-1,1,,NSE,5
744,FSC-EQ,FSC,,-1,1,,NSE,5
13987,ABSLBANETF-EQ,ABSLBANETF,,-1,1,,NSE,1
7862,GEPIL-EQ,GEPIL,,-1,1,,NSE,5
1156,GLFL-EQ,GLFL,,-1,1,,NSE,5
18679,HPL-EQ,HPL,,-1,1,,NSE,5
10557,NAVKARCORP-EQ,NAVKARCORP,,-1,1,,NSE,5
477,BIRLACABLE-EQ,BIRLACABLE,,-1,1,,NSE,5
17376,EXCEL-EQ,EXCEL,,-1,1,,NSE,5
19126,KIOCL-EQ,KIOCL,,-1,1,,NSE,5
18110,VASCONEQ-EQ,VASCONEQ,,-1,1,,NSE,5
3138,HONDAPOWER-EQ,HONDAPOWER,,-1,1,,NSE,5
21399,GANGESSECU-EQ,GANGESSECU,,-1,1,,NSE,5
20877,PSPPROJECT-EQ,PSPPROJECT,,-1,1,,NSE,5
6302,APOLSINHOT-EQ,APOLSINHOT,,-1,1,,NSE,5
20453,APCL-EQ,APCL,,-1,1,,NSE,5
11625,EBANK-EQ,EBANK,,-1,1,,NSE,1
9384,CREATIVEYE-EQ,CREATIVEYE,,-1,1,,NSE,5
2319,NCC-EQ,NCC,,-1,1,,NSE,5
148,ANSALAPI-EQ,ANSALAPI,,-1,1,,NSE,5
21001,PSB-EQ,PSB,,-1,1,,NSE,5
10238,CONFIPET-EQ,CONFIPET,,-1,1,,NSE,5
17486,EXPLEOSOL-EQ,EXPLEOSOL,,-1,1,,NSE,5
20080,EROSMEDIA-EQ,EROSMEDIA,,-1,1,,NSE,5
7936,AVANTIFEED-EQ,AVANTIFEED,,-1,1,,NSE,5
18431,BIGBLOC-EQ,BIGBLOC,,-1,1,,NSE,5
1949,KSB-EQ,KSB,,-1,1,,NSE,5
10406,STEELCITY-EQ,STEELCITY,,-1,1,,NSE,5
1512,INDHOTEL-EQ,INDHOTEL,,-1,1,,NSE,5
17722,DEN-EQ,DEN,,-1,1,,NSE,5
2029,IRFC-EQ,IRFC,,-1,1,,NSE,5
24924,ELGIRUBCO-EQ,ELGIRUBCO,,-1,1,,NSE,5
10637,OLECTRA-EQ,OLECTRA,,-1,1,,NSE,5
2859,RAYMOND-EQ,RAYMOND,,-1,1,,NSE,5
13796,MANALIPETC-EQ,MANALIPETC,,-1,1,,NSE,5
20778,JAMNAAUTO-EQ,JAMNAAUTO,,-1,1,,NSE,5
2918,ROLTA-EQ,ROLTA,,-1,1,,NSE,5
9168,UTISXN50-EQ,UTISXN50,,-1,1,,NSE,1
3834,BHARATRAS-EQ,BHARATRAS,,-1,1,,NSE,5
13501,ALLCARGO-EQ,ALLCARGO,,-1,1,,NSE,5
14106,AUTOIND-EQ,AUTOIND,,-1,1,,NSE,5
4771,TCIFINANCE-EQ,TCIFINANCE,,-1,1,,NSE,5
18214,TEXMOPIPES-EQ,TEXMOPIPES,,-1,1,,NSE,5
25468,PAISALO-EQ,PAISALO,,-1,1,,NSE,5
8479,TVSMOTOR-EQ,TVSMOTOR,,-1,1,,NSE,5
19292,TERASOFT-EQ,TERASOFT,,-1,1,,NSE,5
20086,CAREERP-EQ,CAREERP,,-1,1,,NSE,5
10925,GODREJIND-EQ,GODREJIND,,-1,1,,NSE,5
2109,MANGTIMBER-EQ,MANGTIMBER,,-1,1,,NSE,5
592,GRAPHITE-EQ,GRAPHITE,,-1,1,,NSE,5
896,KHAICHEM-EQ,KHAICHEM,,-1,1,,NSE,5
2496,ORIENTPPR-EQ,ORIENTPPR,,-1,1,,NSE,5
157,APOLLOHOSP-EQ,APOLLOHOSP,,-1,1,,NSE,5
21951,HFCL-EQ,HFCL,,-1,1,,NSE,5
9668,HIKAL-EQ,HIKAL,,-1,1,,NSE,5
471,BINDALAGRO-EQ,BINDALAGRO,,-1,1,,NSE,5
15342,SHALPAINTS-EQ,SHALPAINTS,,-1,1,,NSE,5
21541,JUBLINDS-EQ,JUBLINDS,,-1,1,,NSE,5
9539,SAKAR-EQ,SAKAR,,-1,1,,NSE,5
981,EPL-EQ,EPL,,-1,1,,NSE,5
14218,CTE-EQ,CTE,,-1,1,,NSE,5
17052,HARITASEAT-EQ,HARITASEAT,,-1,1,,NSE,5
14535,GOLDSHARE-EQ,GOLDSHARE,,-1,1,,NSE,5
10099,GODREJCP-EQ,GODREJCP,,-1,1,,NSE,5
9385,PNCINFRA-EQ,PNCINFRA,,-1,1,,NSE,5
2535,PGHH-EQ,PGHH,,-1,1,,NSE,5
21551,SMSLIFE-EQ,SMSLIFE,,-1,1,,NSE,5
19084,NETFIT-EQ,NETFIT,,-1,1,,NSE,1
19223,TCIEXP-EQ,TCIEXP,,-1,1,,NSE,5
9847,NETFNV20-EQ,NETFNV20,,-1,1,,NSE,1
6062,LICNETFGSC-EQ,LICNETFGSC,,-1,1,,NSE,1
20760,RPPINFRA-EQ,RPPINFRA,,-1,1,,NSE,5
11226,BAGFILMS-EQ,BAGFILMS,,-1,1,,NSE,5
425,KHADIM-EQ,KHADIM,,-1,1,,NSE,5
1186,GLAND-EQ,GLAND,,-1,1,,NSE,5
25897,MINDACORP-EQ,MINDACORP,,-1,1,,NSE,5
3384,SWARAJENG-EQ,SWARAJENG,,-1,1,,NSE,5
3321,SPMLINFRA-EQ,SPMLINFRA,,-1,1,,NSE,5
2259,MOREPENLAB-EQ,MOREPENLAB,,-1,1,,NSE,5
13528,GMRINFRA-EQ,GMRINFRA,,-1,1,,NSE,5
14977,POWERGRID-EQ,POWERGRID,,-1,1,,NSE,5
4344,PUNJABCHEM-EQ,PUNJABCHEM,,-1,1,,NSE,5
5204,GMDCLTD-EQ,GMDCLTD,,-1,1,,NSE,5
5688,ARCHIES-EQ,ARCHIES,,-1,1,,NSE,5
3980,TNPL-EQ,TNPL,,-1,1,,NSE,5
16959,ALKALI-EQ,ALKALI,,-1,1,,NSE,5
15239,BIRLAMONEY-EQ,BIRLAMONEY,,-1,1,,NSE,5
21275,SUMMITSEC-EQ,SUMMITSEC,,-1,1,,NSE,5
1521,INDIAGLYCO-EQ,INDIAGLYCO,,-1,1,,NSE,5
14086,IGPL-EQ,IGPL,,-1,1,,NSE,5
2472,OILCOUNTUB-EQ,OILCOUNTUB,,-1,1,,NSE,5
2142,MFSL-EQ,MFSL,,-1,1,,NSE,5
18102,KOTAKNIFTY-EQ,KOTAKNIFTY,,-1,1,,NSE,1
3417,HONAUT-EQ,HONAUT,,-1,1,,NSE,5
916,EIDPARRY-EQ,EIDPARRY,,-1,1,,NSE,5
20825,HUDCO-EQ,HUDCO,,-1,1,,NSE,5
14927,SRIPIPES-EQ,SRIPIPES,,-1,1,,NSE,5
11983,SASKEN-EQ,SASKEN,,-1,1,,NSE,5
15362,VGUARD-EQ,VGUARD,,-1,1,,NSE,5
14296,SEQUENT-EQ,SEQUENT,,-1,1,,NSE,5
23452,TCIDEVELOP-EQ,TCIDEVELOP,,-1,1,,NSE,5
1628,BECTORFOOD-EQ,BECTORFOOD,,-1,1,,NSE,5
3423,TATAMETALI-EQ,TATAMETALI,,-1,1,,NSE,5
21091,STARCEMENT-EQ,STARCEMENT,,-1,1,,NSE,5
1127,GHCL-EQ,GHCL,,-1,1,,NSE,5
13192,ENIL-EQ,ENIL,,-1,1,,NSE,5
22415,LOVABLE-EQ,LOVABLE,,-1,1,,NSE,5
1415,GLOBAL-EQ,GLOBAL,,-1,1,,NSE,5
1442,SANOFI-EQ,SANOFI,,-1,1,,NSE,5
11446,SPICEJET-EQ,SPICEJET,,-1,1,,NSE,5
338,BALMLAWRIE-EQ,BALMLAWRIE,,-1,1,,NSE,5
10243,SYNGENE-EQ,SYNGENE,,-1,1,,NSE,5
4279,DENORA-EQ,DENORA,,-1,1,,NSE,5
29050,ZUARI-EQ,ZUARI,,-1,1,,NSE,5
1205,GOODYEAR-EQ,GOODYEAR,,-1,1,,NSE,5
21501,SIS-EQ,SIS,,-1,1,,NSE,5
21362,SALASAR-EQ,SALASAR,,-1,1,,NSE,5
2709,MTARTECH-EQ,MTARTECH,,-1,1,,NSE,5
15017,MAANALU-EQ,MAANALU,,-1,1,,NSE,5
18292,IVZINGOLD-EQ,IVZINGOLD,,-1,1,,NSE,5
13786,TORNTPOWER-EQ,TORNTPOWER,,-1,1,,NSE,5
12847,KRISHANA-EQ,KRISHANA,,-1,1,,NSE,5
20302,PRESTIGE-EQ,PRESTIGE,,-1,1,,NSE,5
24538,MAITHANALL-EQ,MAITHANALL,,-1,1,,NSE,5
2183,SUNDARMHLD-EQ,SUNDARMHLD,,-1,1,,NSE,5
14602,WEBELSOLAR-EQ,WEBELSOLAR,,-1,1,,NSE,5
5633,J&KBANK-EQ,J&KBANK,,-1,1,,NSE,5
8311,BLUESTARCO-EQ,BLUESTARCO,,-1,1,,NSE,5
955,ESABINDIA-EQ,ESABINDIA,,-1,1,,NSE,5
2283,MRPL-EQ,MRPL,,-1,1,,NSE,5
15056,SABTN-EQ,SABTN,,-1,1,,NSE,5
17022,MAWANASUG-EQ,MAWANASUG,,-1,1,,NSE,5
9897,AIRAN-EQ,AIRAN,,-1,1,,NSE,5
1162,GTL-EQ,GTL,,-1,1,,NSE,5
11287,UPL-EQ,UPL,,-1,1,,NSE,5
3824,ZODJRDMKJ-EQ,ZODJRDMKJ,,-1,1,,NSE,5
29553,ICICINIFTY-EQ,ICICINIFTY,,-1,1,,NSE,1
14607,TGBHOTELS-EQ,TGBHOTELS,,-1,1,,NSE,5
11140,SUMIT-EQ,SUMIT,,-1,1,,NSE,5
1581,TARC-EQ,TARC,,-1,1,,NSE,5
17424,GLOBUSSPR-EQ,GLOBUSSPR,,-1,1,,NSE,5
13221,INOXLEISUR-EQ,INOXLEISUR,,-1,1,,NSE,5
6600,GENUSPAPER-EQ,GENUSPAPER,,-1,1,,NSE,5
10618,SADBHIN-EQ,SADBHIN,,-1,1,,NSE,5
30023,ATULAUTO-EQ,ATULAUTO,,-1,1,,NSE,5
13875,JINDRILL-EQ,JINDRILL,,-1,1,,NSE,5
14485,THEMISMED-EQ,THEMISMED,,-1,1,,NSE,5
14612,SIMBHALS-EQ,SIMBHALS,,-1,1,,NSE,5
14403,RAJTV-EQ,RAJTV,,-1,1,,NSE,5
17758,SARDAEN-EQ,SARDAEN,,-1,1,,NSE,5
13560,GRINDWELL-EQ,GRINDWELL,,-1,1,,NSE,5
2589,PATSPINLTD-EQ,PATSPINLTD,,-1,1,,NSE,5
11580,WESTLIFE-EQ,WESTLIFE,,-1,1,,NSE,5
9683,KPITTECH-EQ,KPITTECH,,-1,1,,NSE,5
1919,KOPRAN-EQ,KOPRAN,,-1,1,,NSE,5
11351,PETRONET-EQ,PETRONET,,-1,1,,NSE,5
15039,CERA-EQ,CERA,,-1,1,,NSE,5
2816,RALLIS-EQ,RALLIS,,-1,1,,NSE,5
22440,UTIBANKETF-EQ,UTIBANKETF,,-1,1,,NSE,1
17044,SHARIABEES-EQ,SHARIABEES,,-1,1,,NSE,1
31138,COMPUSOFT-EQ,COMPUSOFT,,-1,1,,NSE,5
25023,GAYAPROJ-EQ,GAYAPROJ,,-1,1,,NSE,5
1937,KREBSBIO-EQ,KREBSBIO,,-1,1,,NSE,5
12018,SUZLON-EQ,SUZLON,,-1,1,,NSE,5
489,ICEMAKE-EQ,ICEMAKE,,-1,1,,NSE,5
2406,NEULANDLAB-EQ,NEULANDLAB,,-1,1,,NSE,5
1406,HINDPETRO-EQ,HINDPETRO,,-1,1,,NSE,5
30125,IBULHSGFIN-EQ,IBULHSGFIN,,-1,1,,NSE,5
1073,FOSECOIND-EQ,FOSECOIND,,-1,1,,NSE,5
2303,HAL-EQ,HAL,,-1,1,,NSE,5
11957,IDFC-EQ,IDFC,,-1,1,,NSE,5
21508,COCHINSHIP-EQ,COCHINSHIP,,-1,1,,NSE,5
11813,SHOPERSTOP-EQ,SHOPERSTOP,,-1,1,,NSE,5
13091,EKC-EQ,EKC,,-1,1,,NSE,5
15384,DHANI-EQ,DHANI,,-1,1,,NSE,5
16719,ALMONDZ-EQ,ALMONDZ,,-1,1,,NSE,5
11829,SSWL-EQ,SSWL,,-1,1,,NSE,5
17742,BAFNAPH-EQ,BAFNAPH,,-1,1,,NSE,5
18457,POWERINDIA-EQ,POWERINDIA,,-1,1,,NSE,5
11905,GENUSPOWER-EQ,GENUSPOWER,,-1,1,,NSE,5
385,MAHLOG-EQ,MAHLOG,,-1,1,,NSE,5
3987,GREENPLY-EQ,GREENPLY,,-1,1,,NSE,5
11731,CONSOFINVT-EQ,CONSOFINVT,,-1,1,,NSE,5
3908,PREMIERPOL-EQ,PREMIERPOL,,-1,1,,NSE,5
24948,L&TFH-EQ,L&TFH,,-1,1,,NSE,5
11798,ALLSEC-EQ,ALLSEC,,-1,1,,NSE,5
827,DEEPAKFERT-EQ,DEEPAKFERT,,-1,1,,NSE,5
3088,INDOSTAR-EQ,INDOSTAR,,-1,1,,NSE,5
11581,GULFPETRO-EQ,GULFPETRO,,-1,1,,NSE,5
11006,LIQUIDBEES-EQ,LIQUIDBEES,,-1,1,,NSE,1
3546,TTKPRESTIG-EQ,TTKPRESTIG,,-1,1,,NSE,5
7553,NRBBEARING-EQ,NRBBEARING,,-1,1,,NSE,5
3646,VARDMNPOLY-EQ,VARDMNPOLY,,-1,1,,NSE,5
18783,IDFNIFTYET-EQ,IDFNIFTYET,,-1,1,,NSE,1
14912,KPRMILL-EQ,KPRMILL,,-1,1,,NSE,5
11271,DREDGECORP-EQ,DREDGECORP,,-1,1,,NSE,5
24190,SYMPHONY-EQ,SYMPHONY,,-1,1,,NSE,5
2263,BANDHANBNK-EQ,BANDHANBNK,,-1,1,,NSE,5
17547,AMRUTANJAN-EQ,AMRUTANJAN,,-1,1,,NSE,5
22365,ICICITECH-EQ,ICICITECH,,-1,1,,NSE,1
11325,MUKANDLTD-EQ,MUKANDLTD,,-1,1,,NSE,5
24870,INVENTURE-EQ,INVENTURE,,-1,1,,NSE,5
12009,IMPAL-EQ,IMPAL,,-1,1,,NSE,5
2598,AMJLAND-EQ,AMJLAND,,-1,1,,NSE,5
16927,JOCIL-EQ,JOCIL,,-1,1,,NSE,5
16915,WABCOINDIA-EQ,WABCOINDIA,,-1,1,,NSE,5
1145,GIPCL-EQ,GIPCL,,-1,1,,NSE,5
21770,ICICIGI-EQ,ICICIGI,,-1,1,,NSE,5
30392,ICICINF100-EQ,ICICINF100,,-1,1,,NSE,1
4014,NBVENTURES-EQ,NBVENTURES,,-1,1,,NSE,5
2885,RELIANCE-EQ,RELIANCE,,-1,1,,NSE,5
341,BALRAMCHIN-EQ,BALRAMCHIN,,-1,1,,NSE,5
7218,SBIETFQLTY-EQ,SBIETFQLTY,,-1,1,,NSE,1
13072,IIFLSEC-EQ,IIFLSEC,,-1,1,,NSE,5
445,5PAISA-EQ,5PAISA,,-1,1,,NSE,5
15259,RPOWER-EQ,RPOWER,,-1,1,,NSE,5
480,BIRLACORPN-EQ,BIRLACORPN,,-1,1,,NSE,5
17764,REFEX-EQ,REFEX,,-1,1,,NSE,5
628,CESC-EQ,CESC,,-1,1,,NSE,5
13147,PVR-EQ,PVR,,-1,1,,NSE,5
11423,DATAMATICS-EQ,DATAMATICS,,-1,1,,NSE,5
17534,MGL-EQ,MGL,,-1,1,,NSE,5
2705,PRAJIND-EQ,PRAJIND,,-1,1,,NSE,5
15330,QGOLDHALF-EQ,QGOLDHALF,,-1,1,,NSE,5
6994,BSOFT-EQ,BSOFT,,-1,1,,NSE,5
3484,TIL-EQ,TIL,,-1,1,,NSE,5
14712,HGS-EQ,HGS,,-1,1,,NSE,5
15347,GSS-EQ,GSS,,-1,1,,NSE,5
15151,MADHAV-EQ,MADHAV,,-1,1,,NSE,5
